index,tweet,sentimen
219,"['perilaku', 'tergolong', 'kekerasan', 'seksual', 'berbasis', 'elektronik']",Negatif
220,"['video', 'momenmomen', 'disahkannya', 'terdengar', 'menahan', 'isak', 'tangis', 'meneteskan', 'air', 'kartini']",Negatif
221,"['serap', 'masukan', 'kelompok', 'perempuan', 'terkait', 'implementasi']",Negatif
222,"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Negatif
223,"['diterjemahkan', 'aturanaturan', 'pelaksanaan', 'teknis', 'semangat', 'penyusunannya', 'dirasakan', 'wujud', 'kartini']",Positif
224,"['diimplementasikan', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Negatif
225,"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
226,"['berharap', 'implementasi', 'disahkan', 'menyelesaikan', 'kekerasan', 'seksual', 'indonesia', 'kartini']",Positif
227,"['hadiah', 'rakyat', 'indonesia', 'kemajuan', 'bangsa', 'hasil', 'komitmen', 'kartini']",Positif
228,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'kartini']",Positif
229,"['pengesahan', 'hadiah', 'perempuan', 'indonesia', 'kartini']",Positif
230,"['berlaku', 'mari', 'dorong', 'pemerintah', 'daerah', 'pimpinan', 'instansi', 'lembaga', 'organisasi', 'dan', 'lain-lain', 'mensosialisasikannya']",Netral
231,"['anis', 'hidayah', 'bercerita', 'keadilan', 'korban', 'kekerasan', 'seksual']",Netral
232,"['fuck', 'adrians', 'parents', 'gajelas', 'anjing', 'way', 'im', 'marrying', 'into', 'family', 'patriarchal', 'banget', 'anjing', 'setuju', 'redaksi', 'flag', 'banget', 'pdhl', 'cewek', 'bego', 'aneh']",Negatif
233,"['krew', 'miss', 'kesimpulan', 'means', 'nothing', 'resolve', 'bikin', 'nambah']",Negatif
234,"['tujuan', 'pengesahan']",Positif
235,"['serap', 'masukan', 'kelompok', 'perempuan', 'terkait', 'implementasi']",Negatif
236,"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal']",Positif
237,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'kartini']",Positif
238,"['haru', 'lega', 'rasakan', 'beleid', 'disahkan', 'pengesahan', 'hadiah', 'perempuan', 'indonesia', 'jelang', 'peringatan', 'kartini']",Positif
239,"['efek', 'jera']",Netral
240,"['perwakilan', 'pejuang', 'berterima', 'kasih', 'merealisasikan', 'komitmennya', 'kartini']",Positif
241,"['implementasi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'perlindungan', 'perempuan', 'anak', 'indonesia', 'kartini']",Negatif
242,"['dinilai', 'berperan', 'pengesahan', 'sobat', 'kartini']",Positif
243,"['memiliki', 'sensitivitas', 'kepedulian', 'perempuan', 'tergambar', 'menitikkan', 'air', 'mengesahkan', 'kartini']",Positif
244,"['berkoordinasi', 'pemerintah', 'presiden', 'joko', 'widodo', 'jokowi', 'kartini']",Positif
245,"['desak', 'implementasi', 'kegelisahan', 'kartini', 'dirasakan']",Negatif
246,"['keberpihakan', 'isu', 'perempuan', 'tunjukkan', 'membela', 'kepentingan', 'perempuan']",Positif
247,"['shi', 'makota', 'mlgkota', 'polri', 'momentum', 'penegakan', 'semoga']",Positif
248,"['menempatkan', 'mendorong', 'perjuangan', 'maksimal']",Positif
249,"['krew', 'miss', 'persetujuan', 'hubungan', 'seksual', 'bab', 'pasal', 'disitu', 'jls', 'bhw', 'belah', 'setuju', 'mengindahkan', 'pernikahan', 'dasar', 'suka', 'suka', 'sm', 'melegalkn', 'seks', 'bebas']",Negatif
250,"['makota', 'mlgkota', 'simak', 'polri']",Negatif
251,"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'kartini']",Positif
252,"['seiring', 'berlakunya', 'pemangku', 'kepentingan', 'masukan', 'konstruktif', 'kesempurnaan', 'aturan', 'hukum', 'kartini']",Positif
253,"['kemarin', 'disahkan', 'terbaik', 'lakukan', 'masyarakat', 'kaum', 'perempuan', 'mendambakan', 'payung', 'hukum', 'dekade', 'silam', 'kartini']",Positif
254,"['keberhasilan', 'realisasi', 'luput', 'berkat', 'dukungan', 'elemen', 'masyarakat', 'kartini']",Negatif
255,"['pengesahan', 'tanda', 'peradaban', 'indonesia', 'mencegah', 'bentuk', 'kekerasan', 'seksual', 'darurat', 'kartini']",Positif
256,"['sikap', 'dinilai', 'konsisten', 'serius', 'memperjuangkan', 'kartini']",Netral
257,"['netizen', 'mengapresiasi', 'sikap', 'dinilai', 'serius', 'memperjuangkan', 'disahkan', 'undang', 'undang', 'kartini']",Positif
258,"['masyarakat', 'mengawal', 'implementasi', 'kartini']",Netral
259,"['mengajak', 'masyarakat', 'berdoa', 'ucapan', 'syukur', 'hasil', 'perjuangan', 'pengesahan', 'kartini']",Positif
260,"['disetiap', 'sudut', 'hp', 'cctv', 'perilaku', 'ksbe', 'terjerat', 'kejahatan', 'semog', 'hukum', 'keadilan', 'ditegakkan']",Positif
261,"['pengesahan', 'kemarin', 'pukulan', 'kader', 'organisasi', 'terlarang', 'hti', 'otaknya', 'ditaro', 'didengkul', 'ngarti', 'penghormatan', 'perempuan', 'manusia', 'sibuk', 'ngoceh', 'mengeluh', 'manipulasi', 'cewek', 'pakai', 'ayat']",Negatif
262,"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'kartini']",Negatif
263,"['berpesan', 'diterjemahkan', 'aturanaturan', 'pelaksanaan', 'teknis', 'kartini']",Negatif
264,"['berhasil', 'disahkan', 'kesamaan', 'komitmen', 'pemerintah', 'penanggulangan', 'kekerasan', 'seksual', 'kartini']",Positif
265,"['terima', 'kasih', 'pemerintah', 'samanya', 'penyusunan', 'kartini']",Positif
266,"['makota', 'mlgkota', 'ditindaklanjutidihukum', 'sesuai', 'dibikin', 'baliho', 'pengumuman', 'hukuman', 'foto', 'pelaku', 'kejadian', 'perempuan', 'berani', 'mbak']",Positif
267,"['perilaku', 'tergolong', 'kekerasan', 'seksual', 'berbasis', 'elektronik']",Negatif
268,"['lawan', 'bui']",Negatif
269,"['terima', 'kasih', 'berani', 'speak', 'up', 'sah', 'berani', 'pelecehan', 'seksual', 'memalukan', 'diam', 'pns', 'teredukasi', 'sungguh', 'memprihatinkan', 'shame']",Negatif
270,"['kohati', 'ushuluddin', 'bahas', 'substansi', 'implementasi', 'webinar']",Positif
271,"['perilaku', 'tergolong', 'kekerasan', 'seksual', 'berbasis', 'elektronik']",Negatif
272,"['hidupkan', 'keteladanan', 'kartini']",Netral
273,"['dibalik', 'pengesahan']",Netral
274,"['diamdiam', 'sah', 'sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal']",Positif
275,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini']",Positif
276,"['haru', 'lega', 'rasakan', 'beleid', 'disahkan', 'pengesahan', 'hadiah', 'perempuan', 'indonesia', 'jelang', 'peringatan', 'kartini']",Positif
277,"['memiliki', 'sensitivitas', 'kepedulian', 'perempuan', 'tergambar', 'menitikkan', 'air', 'mengesahkan']",Positif
278,"['dinilai', 'berperan', 'pengesahan', 'sobat']",Positif
279,"['berkoordinasi', 'pemerintah', 'presiden', 'joko', 'widodo', 'jokowi']",Positif
280,"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual']",Positif
281,"['kemarin', 'disahkan', 'terbaik', 'lakukan', 'masyarakat', 'kaum', 'perempuan', 'mendambakan', 'payung', 'hukum', 'dekade', 'silam']",Positif
282,"['pengesahan', 'tanda', 'peradaban', 'indonesia', 'mencegah', 'bentuk', 'kekerasan', 'seksual', 'darurat']",Positif
283,"['sikap', 'dinilai', 'konsisten', 'serius', 'memperjuangkan']",Netral
284,"['netizen', 'mengapresiasi', 'sikap', 'dinilai', 'serius', 'memperjuangkan', 'disahkan', 'undang', 'undang']",Positif
285,"['masyarakat', 'mengawal', 'implementasi']",Netral
286,"['mengajak', 'masyarakat', 'berdoa', 'ucapan', 'syukur', 'hasil', 'perjuangan', 'pengesahan']",Positif
287,"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual']",Negatif
288,"['berpesan', 'diterjemahkan', 'aturanaturan', 'pelaksanaan', 'teknis']",Negatif
289,"['berhasil', 'disahkan', 'kesamaan', 'komitmen', 'pemerintah', 'penanggulangan', 'kekerasan', 'seksual']",Positif
290,"['terima', 'kasih', 'pemerintah', 'samanya', 'penyusunan']",Positif
291,"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan']",Positif
292,"['terwujud', 'upaya', 'elemen', 'bangsa', 'masyarakat', 'sipil', 'menggaungkan', 'menyumbang', 'ide', 'pemikiran']",Negatif
293,"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual']",Positif
294,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini']",Positif
295,"['terima', 'kasih', 'kepemimpinannya', 'mendorong', 'disahkannya']",Positif
296,"['kartini', 'jaman', 'now', 'pahlawan']",Positif
297,"['kelompok', 'menolak', 'terima', 'kasih', 'relasi', 'kuasa', 'perkosaanperundungan', 'perkosaan', 'kbutuhan', 'fisik', 'kebutuhan', 'kuasadominansi', 'lemahsubdominan', 'mengaku', 'relijiyes', 'berzina']",Negatif
298,"['ri', 'payung', 'hukum', 'mbak', 'berupaya', 'memerjuanngkan']",Positif
299,"['desak', 'pemerintah', 'selesaikan', 'aturan', 'turunan', 'selengkapnya']",Negatif
300,"['lahirnya', 'terpisahkan']",Netral
301,"['eggshell', 'skull', 'bri', 'lee', 'australia', 'bagus', 'bgtt', 'menurutku', 'buku', 'diterjemahkan', 'disahkannya']",Positif
302,"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal']",Positif
303,"['kirim', 'dm', 'laporkan', 'pakai']",Positif
304,"['tujuan', 'pengesahan']",Positif
305,"['ewin', 'saudara', 'laki-laki', 'sex', 'tape', 'ks', 'direkam', 'konsen', 'korban', 'disebar', 'luaskan', 'delik', 'ite', 'mention', 'sex', 'tape', 'membatasi', 'ks', 'sekedar', 'hs', 'konsen', 'ks', 'luas']",Netral
306,"['wajib', 'vaxx', 'hpv', 'wajib', 'vaxx', 'hiv', 'mengakomodir', 'perilaku', 'suka', 'suka']",Positif
307,"['dibutuhkan', 'negara', 'korban', 'peduli', 'latar', 'belakangnya', 'teman', 'ana', 'melewati', 'proses', 'hukum', 'menyedihkan', 'menghadapi', 'aparat', 'berperspektif', 'korban']",Negatif
308,"['kartini', 'nisa', 'permata', 'basti', 'advokat', 'nurma', 'partners', 'materi', 'tindak', 'pidana', 'kekerasan', 'seksual', 'dewi', 'kanti', 'setianingsih', 'komnas', 'perempuan', 'materi', 'penguatan', 'upaya', 'pencegahan', 'penanggulangan', 'bentuk', 'kekerasan', 'perempuan', 'moderator']",Positif
309,"['desak', 'pemerintah', 'selesaikan', 'aturan', 'turunan']",Negatif
310,"['tujuan', 'pengesahan']",Positif
311,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
312,"['perzinaan', 'dibenarkan', 'baca', 'debatkan', 'pks', 'permendikbud', 'bikin', 'pks', 'gagal', 'fokus', 'baca', 'selesai']",Negatif
313,"['beda', 'konteks', 'konteks', 'kekerasan', 'seksual', 'perpres', 'pks', 'gagal', 'fokus', 'permendikbud', 'demo', 'mahasiswa', 'bikin', 'campur', 'aduk', 'biar', 'rancu', 'pahami', 'isinya']",Negatif
314,"['gubernur', 'khofifah', 'berharap', 'sebatas', 'euforia', 'terpenting', 'implementasi', 'aturan', 'main', 'lapangan']",Positif
315,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
316,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
317,"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc']",Positif
318,"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan', 'kartini']",Positif
319,"['berkalikali', 'audiensi', 'perwakilan', 'organisasi', 'masyarakat', 'pakar', 'perguruan', 'mahasiswa', 'pegiat', 'media', 'sosial', 'perwakilan', 'masyarakat', 'lintas', 'profesi', 'concern', 'kartini']",Positif
320,"['penghargaan', 'aktivis', 'akademisi', 'tokoh', 'lintas', 'keilmuan', 'bersumbangsih', 'substansi', 'konstruktif', 'mewakili', 'kepentingan', 'kartini']",Positif
321,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi', 'sekularismesuburkanzina', 'ambiguitasdemokrasi', 'islamlarangzina']",Negatif
322,"['terwujud', 'upaya', 'elemen', 'bangsa', 'masyarakat', 'sipil', 'menggaungkan', 'menyumbang', 'ide', 'pemikiran', 'kartini']",Negatif
323,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi', 'sekularismesuburkanzina', 'ambiguitasdemokrasi', 'islamlarangzina']",Negatif
324,"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'kartini']",Positif
325,"['tujuan', 'pengesahan']",Positif
326,"['tujuan', 'pengesahan']",Positif
327,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
328,"['podcast', 'bicara', 'politik', 'ksbo', 'disolusi']",Negatif
329,"['sah', 'tunggu', 'perbaikan', 'kuhp', 'melegitimasi', 'paradigma', 'liberal', 'serbaserbi', 'mmc']",Positif
330,"['hadiah', 'kartini', 'perempuanindonesia']",Positif
331,"['wamenhumkam', 'alasan', 'perubahan', 'nama', 'pks']",Positif
332,"['dimana', 'gubernur', 'khofifah', 'konstruksi', 'substansi', 'memuat', 'politik', 'hukum', 'strategis']",Netral
333,"['narrow', 'minded', 'gender', 'spesific', 'sayangnya', 'pasal', 'berkaitan', 'perkosaan', 'ditarik', 'takut', 'overlap', 'kuhp', 'dirancang', 'selagi', 'nunggu', 'kuhp', 'disahkan', 'pasal', 'problematik', 'pakai', 'kuhp']",Negatif
334,"['cowok', 'diperkosa', 'diregulasi', 'hukum', 'pandangpandang', 'gender', 'memperjelas', 'definisi', 'kekerasan', 'seksual', 'undang', 'undangnya', 'terbatas', 'gender']",Positif
335,"['gubernur', 'khofifah', 'kado', 'terindah', 'kartini']",Positif
336,"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'kartini']",Positif
337,"['pengesahan', 'undang', 'undang', 'bentuk', 'hadiah', 'perempuan', 'indonesia', 'menjelang', 'kartini', 'kartini']",Positif
338,"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'kartini']",Positif
339,"['serap', 'masukan', 'implementasi']",Netral
340,"['govern', 'kebal', 'didemo', 'buktinya', 'kebijakannya', 'rakyat', 'menghapuskan', 'kekerasan', 'seksual']",Netral
341,"['disahkan', 'kritik', 'aktivis', 'gerakan', 'islam']",Positif
342,"['pengikutnya', 'golongan', 'penolak', 'know']",Negatif
343,"['emang', 'orgnya', 'aduin', 'pakai']",Netral
344,"['dipersembahkan', 'perempuan', 'indonesia', 'com']",Netral
345,"['kartini', 'momentum', 'percepatan', 'implementasi']",Positif
346,"['barusan', 'denger', 'ustad', 'ceramah', 'anak', 'lahir', 'diluar', 'nikah', 'akta', 'kelahiran', 'berani', 'zina', 'beliau', 'membicarakan', 'produk', 'komunis', 'tibatiba', 'ceramah', 'berenti', 'komplain']",Negatif
347,"['hadiah', 'dihari', 'kartini', 'perempuanindonesia']",Positif
348,"['produk', 'sidang', 'iv', 'legislasi', 'sekedar', 'kuantitas', 'kualitas', 'com']",Positif
349,"['susah', 'disetujui', 'kemarinkemarin', 'salah', 'satunya', 'orangorang', 'setuju', 'percaya', 'perempuan', 'bohong', 'memanfaatkan', 'jerat', 'mananya', 'percaya', 'cewek', 'bohong']",Negatif
350,"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
351,"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan']",Netral
352,"['perempuan', 'lapisan', 'masyarakat', 'aktivis', 'perempuan', 'berterima', 'kasih', 'total', 'tuntas', 'menggolkan']",Positif
353,"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal']",Positif
354,"['disahkannya', 'memiliki', 'posisi', 'membela', 'kepentingan', 'kaum', 'perempuan', 'kerap', 'stereotip', 'negatif', 'beragam', 'kekerasan', 'seksual']",Positif
355,"['pantes', 'pks', 'menolak', 'pengesahan']",Negatif
356,"['mengungkap', 'berhasil', 'mengesahkan', 'digagas', 'dekade']",Positif
357,"['pembina', 'fraksi', 'pdip', 'menginstruksikan', 'komponen', 'partai', 'mengerahkan', 'sumberdaya', 'mengegolkan']",Netral
358,"['publik', 'mbak', 'menitikkan', 'air', 'perjuangan', 'mengawal']",Positif
359,"['hasil', 'komitmen', 'indonesia', 'kekerasan', 'seksual', 'pahlawan']",Positif
360,"['kemarin', 'disahkan', 'terbaik', 'lakukan', 'masyarakat', 'kaum', 'perempuan', 'mendambakan', 'payung', 'hukum', 'dekade', 'silam', 'pahlawan']",Positif
361,"['pengamat', 'politik', 'lingkar', 'studi', 'politik', 'indonesia', 'lspi', 'indra', 'setiadi', 'menilai', 'mengambil', 'simpati', 'netizen', 'perempuan', 'dunia', 'maya', 'pahlawan']",Negatif
362,"['nama', 'ri', 'trend', 'media', 'sosial', 'twitter', 'pahlawan']",Positif
363,"['aturanaturan', 'turunannya', 'pedoman', 'aparat', 'menghadapi', 'menyelesaikan', 'kasus', 'kasus', 'kekerasan', 'seksual', 'pahlawan']",Positif
364,"['korban', 'kekerasan', 'seksual', 'kaum', 'perempuan', 'kalangan', 'lakilaki', 'memperjuangkan', 'berpartisipasipuan', 'pahlawan']",Positif
365,"['berkalikali', 'audiensi', 'perwakilan', 'organisasi', 'masyarakat', 'pakar', 'perguruan', 'mahasiswa', 'pegiat', 'media', 'sosial', 'perwakilan', 'masyarakat', 'lintas', 'profesi', 'concern', 'pahlawan']",Positif
366,"['terwujud', 'upaya', 'elemen', 'bangsa', 'masyarakat', 'sipil', 'menggaungkan', 'menyumbang', 'ide', 'pemikiran', 'pahlawan']",Negatif
367,"['mengapresiasi', 'membantu', 'mewujudkan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pahlawan']",Positif
368,"['ri', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pahlawan']",Positif
369,"['tindak', 'lanjuti', 'cek', 'kebenarannya', 'alasanalasannya', 'pahlawan']",Netral
370,"['semoga', 'semangat', 'persatuan', 'perjuangan', 'bangsa', 'tumbuhkan', 'turunkan', 'anak', 'cucu', 'menghadapi', 'tantangan', 'kedepan', 'pahlawan']",Positif
371,"['dukungan', 'pemerintah', 'pusat', 'pemerintah', 'daerah', 'dinas', 'terkait', 'generasi', 'penerus', 'bangsa', 'patah', 'arang', 'berjuang', 'mewujudkan', 'citacita', 'pahlawan']",Positif
372,"['menatap', 'generasi', 'emas', 'isapan', 'jempol', 'pahlawan']",Positif
373,"['kenaikan', 'harga', 'energi', 'dihindari', 'pemerintah', 'menstabilkan', 'hargaharga', 'kebutuhan', 'pokok', 'stabil', 'pahlawan']",Positif
374,"['kenaikan', 'signifikan', 'berimbas', 'meningkatnya', 'tekanan', 'inflasi', 'domestik', 'tercermin', 'kenaikan', 'harga', 'barangbarang', 'strategis', 'negeri', 'pahlawan']",Positif
375,"['kondisi', 'global', 'akibat', 'perang', 'rusiaukraina', 'mendorong', 'peningkatan', 'komoditas', 'energi', 'pangan', 'pahlawan']",Negatif
376,"['ri', 'pemerintah', 'mengantisipasi', 'peningkatan', 'risiko', 'ekonomi', 'global', 'imbas', 'perang', 'rusiaukraina', 'pahlawan']",Negatif
377,"['ri', 'merespon', 'wacana', 'kenaikan', 'pertalite', 'solar', 'gas', 'lpg', 'kilogram', 'pahlawan']",Netral
378,"['bbm', 'elpiji', 'listrik', 'terancam', 'pemerintah', 'perhatikan', 'kondisi', 'rakyat', 'ambil', 'kebijakan', 'pahlawan']",Positif
379,"['rumah', 'perempuan', 'anak', 'rpa', 'rahmayanti', 'mengapresiasi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pahlawan']",Positif
380,"['terima', 'kasih', 'bu', 'terima', 'kasih', 'wamen', 'terima', 'kasih', 'bu', 'stop', 'kekerasan', 'seksual', 'teriakan', 'menggema', 'pahlawan']",Positif
381,"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pahlawan']",Positif
382,"['citacita', 'membangun', 'bangsa', 'berperan', 'bangsa', 'pahlawan']",Positif
383,"['ri', 'penghargaan', 'elemen', 'perempuan', 'pengesahan', 'tindak', 'pidana', 'kekerasan', 'seksual', 'pahlawan']",Positif
384,"['pemerintah', 'cermat', 'bijaksana', 'merencakan', 'kenaikan', 'harga', 'energi', 'pahlawan']",Positif
385,"['pengesahan', 'elemen', 'perempuan', 'penghargaan', 'sebesarbesarnya', 'ri', 'pahlawan']",Positif
386,"['pendekatan', 'politikus', 'pdip', 'nahdliyah', 'dianggap', 'merawat', 'kesinambungan', 'pahlawan']",Positif
387,"['pemerintah', 'menjaga', 'daya', 'beli', 'masyarakat', 'bantuan', 'sosial', 'masyarakat', 'pahlawan']",Positif
388,"['menilai', 'reses', 'momentum', 'wakil', 'rakyat', 'memonitor', 'stok', 'stabilitas', 'harga', 'sembilan', 'bahan', 'pokok', 'pahlawan']",Positif
389,"['anggota', 'dewan', 'memanfaatkan', 'reses', 'april', 'mei', 'menyerap', 'aspirasi', 'rakyat', 'daerah', 'pemilihannya', 'masingmasing', 'pahlawan']",Negatif
390,"['ri', 'pemerintah', 'bergerak', 'cepat', 'pelaksanaan', 'ibadah', 'haji', 'pahlawan']",Positif
391,"['pemerintah', 'bergerak', 'cepat', 'memaksimalkan', 'diplomasi', 'indonesia', 'kuota', 'maksimal', 'pahlawan']",Netral
392,"['pemerintah', 'bergerak', 'cepat', 'memaksimalkan', 'diplomasi', 'indonesia', 'kuota', 'maksimal', 'pahlawan']",Netral
393,"['terpenuhinya', 'ketersediaan', 'air', 'minum', 'jamaah', 'menghadapi', 'badai', 'panas', 'tanah', 'suci', 'pahlawan']",Netral
394,"['indonesia', 'kuota', 'tambahan', 'sisa', 'kuota', 'haji', 'negara', 'terserap', 'pahlawan']",Positif
395,"['dibukanya', 'kuota', 'haji', 'mencapai', 'juta', 'jemaah', 'disambut', 'dipersiapkan', 'mungkinpuan', 'pahlawan']",Positif
396,"['mari', 'jalani', 'ramadhan', 'mulia', 'penuh', 'keberkahan', 'aktivitas', 'positif', 'produktif', 'menyongsong', 'indonesia', 'baikpuan', 'pahlawan']",Positif
